Animal,Parmfile,HR,Probe HR,FAR,Number of Probe Targets,Number of Targets,Number of References,Probe DI (%),DI (%),Probe RT (s),Difficulty,zprobeHR,zHR,zFAR,d prime,probe d prime,Criterion
Babybell,Babybell_2017_08_18_PTD_3.m,0.97,0.96,0.28,12,60,120,0.87,0.81,0.32,Easy,1.750686071,1.880793608,-0.582841507,2.463635115,2.333527579,-0.64897605
Babybell,Babybell_2017_08_18_PTD_4.m,0.79,0.91,0.29,11,52,87,0.76,0.72,0.58,Hard,1.340755034,0.806421247,-0.55338472,1.359805967,1.894139753,-0.126518264
Babybell,Babybell_2017_08_18_PTD_5.m,0.65,0.64,0.3,11,52,106,0.67,0.66,0.67,A Pure Tone,0.358458793,0.385320466,-0.524400513,0.909720979,0.882859306,0.069540023
Babybell,Babybell_2017_08_21_PTD_1.m,0.91,0.82,0.36,11,54,136,0.77,0.77,0.44,Easy,0.915365088,1.340755034,-0.358458793,1.699213827,1.273823881,-0.49114812
Babybell,Babybell_2017_08_21_PTD_4.m,0.79,0.64,0.36,11,52,105,0.58,0.65,0.36,A Pure Tone,0.358458793,0.806421247,-0.358458793,1.16488004,0.716917587,-0.223981227
Babybell,Babybell_2017_08_21_PTD_5.m,0.72,0.7,0.34,10,50,107,0.68,0.67,0.49,Easy,0.524400513,0.582841507,-0.412463129,0.995304637,0.936863642,-0.085189189
Babybell,Babybell_2017_08_22_PTD_2.m,0.99,0.95,0.27,11,53,86,0.92,0.92,0.28,A Pure Tone,1.644853627,2.326347874,-0.612812991,2.939160865,2.257666618,-0.856767442
Babybell,Babybell_2017_08_22_PTD_3.m,0.98,0.96,0.31,12,56,111,0.88,0.87,0.36,Hard,1.750686071,2.053748911,-0.495850347,2.549599258,2.246536419,-0.778949282
Babybell,Babybell_2017_08_22_PTD_4.m,0.97,0.96,0.28,13,62,116,0.85,0.81,0.46,Easy,1.750686071,1.880793608,-0.582841507,2.463635115,2.333527579,-0.64897605
Babybell,bbl081b04_a_PTD.m,0.96,0.83,0.44,3,13,39,0.88,0.89,0.34,Easy,0.954165253,1.750686071,-0.150969215,1.901655287,1.105134469,-0.799858428
Babybell,bbl081b05_a_PTD.m,0.92,0.75,0.48,2,13,27,0.82,0.68,0.28,Easy,0.67448975,1.40507156,-0.050153583,1.455225144,0.724643334,-0.677458988
Babybell,bbl081d04_a_PTD.m,0.98,0.91,0.37,11,57,119,0.77,0.81,0.46,A Pure Tone,1.340755034,2.053748911,-0.331853346,2.385602257,1.67260838,-0.860947782
Babybell,bbl081d06_a_PTD.m,0.73,0.71,0.35,14,71,155,0.66,0.68,0.64,Hard,0.55338472,0.612812991,-0.385320466,0.998133457,0.938705186,-0.113746262
Babybell,bbl081d08_a_PTD.m,0.74,0.71,0.27,7,31,49,0.71,0.7,0.91,Easy,0.55338472,0.643345405,-0.612812991,1.256158396,1.166197711,-0.015266207
Babybell,Babybell_2017_08_24_PTD_1.m,0.99,0.95,0.43,11,53,135,0.84,0.86,0.28,Easy,1.644853627,2.326347874,-0.176374165,2.502722039,1.821227792,-1.074986855
Babybell,Babybell_2017_08_24_PTD_3.m,0.73,0.64,0.3,11,51,92,0.66,0.67,0.41,A Pure Tone,0.358458793,0.612812991,-0.524400513,1.137213504,0.882859306,-0.044206239
Babybell,Babybell_2017_08_24_PTD_4.m,0.65,0.7,0.31,10,51,114,0.7,0.62,0.5,Hard,0.524400513,0.385320466,-0.495850347,0.881170814,1.02025086,0.05526494
Babybell,Babybell_2017_08_25_PTD_1.m,0.97,0.88,0.54,4,18,92,0.86,0.82,0.26,Hard,1.174986792,1.880793608,0.100433721,1.780359888,1.074553072,-0.990613664
Babybell,Babybell_2017_08_25_PTD_2.m,0.99,0.93,0.47,7,36,120,0.84,0.81,0.29,Easy,1.475791028,2.326347874,-0.075269862,2.401617736,1.55106089,-1.125539006
Babybell,Babybell_2017_08_25_PTD_3.m,0.99,0.95,0.36,10,48,116,0.84,0.83,0.3,A Pure Tone,1.644853627,2.326347874,-0.358458793,2.684806667,2.00331242,-0.98394454
Babybell,Babybell_2017_08_28_PTD_2.m,0.99,0.95,0.26,11,54,95,0.94,0.95,0.33,A Pure Tone,1.644853627,2.326347874,-0.643345405,2.969693279,2.288199032,-0.841501234
Babybell,Babybell_2017_08_28_PTD_3.m,0.99,0.95,0.34,11,55,118,0.86,0.85,0.36,Hard,1.644853627,2.326347874,-0.412463129,2.738811003,2.057316756,-0.956942372
Babybell,Babybell_2017_08_29_PTD_1.m,0.99,0.95,0.33,11,54,117,0.9,0.89,0.3,A Pure Tone,1.644853627,2.326347874,-0.439913166,2.76626104,2.084766793,-0.943217354
Babybell,Babybell_2017_08_29_PTD_2.m,0.99,0.95,0.34,11,56,120,0.8,0.8,0.49,Hard,1.644853627,2.326347874,-0.412463129,2.738811003,2.057316756,-0.956942372
Babybell,Babybell_2017_08_29_PTD_3.m,0.98,0.96,0.38,12,59,129,0.82,0.79,0.51,Easy,1.750686071,2.053748911,-0.305480788,2.359229699,2.056166859,-0.874134061
Babybell,bbl082e04_a_PTD.m,0.96,0.83,0.3,3,13,23,0.94,0.8,0.23,Easy,0.954165253,1.750686071,-0.524400513,2.275086584,1.478565766,-0.613142779
Babybell,bbl082g04_a_PTD.m,0.97,0.92,0.34,6,31,70,0.86,0.86,0.37,Easy,1.40507156,1.880793608,-0.412463129,2.293256738,1.81753469,-0.734165239
Babybell,bbl082h07_a_PTD.m,0.99,0.95,0.25,11,54,88,0.9,0.88,0.38,A Pure Tone,1.644853627,2.326347874,-0.67448975,3.000837624,2.319343377,-0.825929062
Babybell,bbl082h09_a_PTD.m,0.83,0.85,0.29,13,65,101,0.71,0.73,0.56,Hard,1.036433389,0.954165253,-0.55338472,1.507549973,1.589818109,-0.200390267
Babybell,bbl082h10_a_PTD.m,0.6,0.6,0.2,5,25,49,0.76,0.72,0.47,Easy,0.253347103,0.253347103,-0.841621234,1.094968337,1.094968337,0.294137065
Babybell,Babybell_2017_09_01_PTD_2.m,0.98,0.96,0.35,12,53,119,0.85,0.81,0.37,Easy,1.750686071,2.053748911,-0.385320466,2.439069377,2.136006538,-0.834214222
Babybell,Babybell_2017_09_01_PTD_3.m,0.98,0.96,0.39,12,61,157,0.82,0.81,0.43,Hard,1.750686071,2.053748911,-0.279319034,2.333067945,2.030005106,-0.887214938
Babybell,Babybell_2017_09_01_PTD_4.m,0.71,0.87,0.35,15,76,139,0.67,0.65,0.75,A Pure Tone,1.126391129,0.55338472,-0.385320466,0.938705186,1.511711595,-0.084032127
Babybell,Babybell_2017_09_04_PTD_1.m,0.99,0.95,0.39,11,54,137,0.84,0.82,0.37,A Pure Tone,1.644853627,2.326347874,-0.279319034,2.605666908,1.924172661,-1.02351442
Babybell,Babybell_2017_09_04_PTD_3.m,0.99,0.96,0.3,12,60,113,0.79,0.8,0.54,Easy,1.750686071,2.326347874,-0.524400513,2.850748387,2.275086584,-0.900973681
Babybell,Babybell_2017_09_04_PTD_4.m,0.81,0.82,0.25,11,54,92,0.76,0.71,0.61,Hard,0.915365088,0.877896295,-0.67448975,1.552386045,1.589854838,-0.101703272
Babybell,Babybell_2017_09_05_PTD_1.m,0.99,0.95,0.33,11,55,113,0.84,0.84,0.35,Easy,1.644853627,2.326347874,-0.439913166,2.76626104,2.084766793,-0.943217354
Babybell,Babybell_2017_09_05_PTD_2.m,0.97,0.91,0.32,11,58,136,0.79,0.81,0.49,Hard,1.340755034,1.880793608,-0.467698799,2.348492407,1.808453833,-0.706547405
Babybell,Babybell_2017_09_05_PTD_3.m,0.99,0.95,0.32,11,56,94,0.81,0.82,0.51,A Pure Tone,1.644853627,2.326347874,-0.467698799,2.794046673,2.112552426,-0.929324537
Babybell,Babybell_2017_09_06_PTD_1.m,0.98,0.95,0.43,11,58,211,0.85,0.83,0.26,Hard,1.644853627,2.053748911,-0.176374165,2.230123075,1.821227792,-0.938687373
Babybell,Babybell_2017_09_06_PTD_2.m,0.99,0.96,0.33,12,60,132,0.84,0.85,0.33,Easy,1.750686071,2.326347874,-0.439913166,2.76626104,2.190599237,-0.943217354
Babybell,Babybell_2017_09_06_PTD_4.m,0.45,0.47,0.2,15,74,116,0.58,0.59,0.59,A Pure Tone,-0.075269862,-0.125661347,-0.841621234,0.715959887,0.766351371,0.48364129
Babybell,Babybell_2017_09_07_PTD_2.m,0.98,0.95,0.36,11,54,140,0.87,0.87,0.26,Hard,1.644853627,2.053748911,-0.358458793,2.412207704,2.00331242,-0.847645059
Babybell,Babybell_2017_09_07_PTD_3.m,0.99,0.95,0.35,11,53,122,0.83,0.83,0.43,A Pure Tone,1.644853627,2.326347874,-0.385320466,2.71166834,2.030174093,-0.970513704
Babybell,Babybell_2017_09_07_PTD_4.m,0.81,0.69,0.3,13,67,113,0.65,0.69,0.66,Easy,0.495850347,0.877896295,-0.524400513,1.402296808,1.02025086,-0.176747891
Babybell,Babybell_2017_09_08_PTD_1.m,0.99,0.96,0.38,12,61,177,0.88,0.82,0.22,Easy,1.750686071,2.326347874,-0.305480788,2.631828662,2.056166859,-1.010433543
Babybell,Babybell_2017_09_08_PTD_2.m,0.9,0.92,0.22,13,68,114,0.85,0.85,0.43,A Pure Tone,1.40507156,1.281551566,-0.772193214,2.05374478,2.177264774,-0.254679176
Babybell,Babybell_2017_09_11_PTD_1.m,0.99,0.95,0.33,11,54,123,0.77,0.8,0.53,Easy,1.644853627,2.326347874,-0.439913166,2.76626104,2.084766793,-0.943217354
Babybell,Babybell_2017_09_11_PTD_3.m,0.99,0.96,0.23,12,60,95,0.89,0.87,0.43,Hard,1.750686071,2.326347874,-0.738846849,3.065194723,2.48953292,-0.793750512
Babybell,Babybell_2017_09_11_PTD_4.m,0.46,0.33,0.17,12,59,104,0.61,0.63,0.56,A Pure Tone,-0.439913166,-0.100433721,-0.954165253,0.853731533,0.514252087,0.527299487
Babybell,Babybell_2017_09_12_PTD_2.m,0.99,0.95,0.49,11,54,180,0.8,0.78,0.33,Hard,1.644853627,2.326347874,-0.025068908,2.351416782,1.669922535,-1.150639483
Babybell,Babybell_2017_09_12_PTD_3.m,0.99,0.95,0.28,11,58,102,0.87,0.87,0.34,A Pure Tone,1.644853627,2.326347874,-0.582841507,2.909189381,2.227695134,-0.871753183
Babybell,Babybell_2017_09_12_PTD_5.m,0.55,0.44,0.28,9,44,75,0.56,0.6,0.77,Easy,-0.150969215,0.125661347,-0.582841507,0.708502854,0.431872292,0.22859008
Babybell,Babybell_2017_09_13_PTD_3.m,0.96,0.96,0.37,12,56,108,0.85,0.84,0.31,Hard,1.750686071,1.750686071,-0.331853346,2.082539418,2.082539418,-0.709416362
Babybell,Babybell_2017_09_13_PTD_4.m,0.81,0.6,0.27,5,21,41,0.65,0.82,0.35,Easy,0.253347103,0.877896295,-0.612812991,1.490709286,0.866160094,-0.132541652
Babybell,Babybell_2017_09_13_PTD_5.m,0.98,0.95,0.34,11,54,125,0.87,0.86,0.5,A Pure Tone,1.644853627,2.053748911,-0.412463129,2.46621204,2.057316756,-0.820642891
Babybell,Babybell_2017_09_14_PTD_1.m,0.99,0.95,0.25,10,45,65,0.92,0.89,0.38,Easy,1.644853627,2.326347874,-0.67448975,3.000837624,2.319343377,-0.825929062
Babybell,bbl083b05_a_PTD.m,0.99,0.95,0.17,10,52,75,0.95,0.95,0.44,A Pure Tone,1.644853627,2.326347874,-0.954165253,3.280513127,2.59901888,-0.68609131
Babybell,bbl083b07_a_PTD.m,0.95,0.91,0.17,11,58,81,0.9,0.89,0.32,Easy,1.340755034,1.644853627,-0.954165253,2.59901888,2.294920287,-0.345344187
Babybell,bbl083b08_p_PTD.m,0.86,0.92,0.17,13,63,87,0.86,0.83,0.48,Hard,1.40507156,1.080319341,-0.954165253,2.034484594,2.359236813,-0.063077044
Babybell,bbl083b10_a_PTD.m,0.77,0.8,0.17,10,48,60,0.75,0.76,0.7,A Pure Tone,0.841621234,0.738846849,-0.954165253,1.693012102,1.795786487,0.107659202
Babybell,Babybell_2017_09_15_PTD_2.m,0.98,0.9,0.21,5,24,39,0.88,0.92,0.3,Easy,1.281551566,2.053748911,-0.806421247,2.860170158,2.087972813,-0.623663832
Babybell,Babybell_2017_09_15_PTD_4.m,0.99,0.94,0.35,8,37,74,0.86,0.83,0.24,Hard,1.554773595,2.326347874,-0.385320466,2.71166834,1.940094061,-0.970513704
Babybell,Babybell_2017_09_15_PTD_5.m,0.99,0.96,0.17,14,67,90,0.91,0.92,0.47,A Pure Tone,1.750686071,2.326347874,-0.954165253,3.280513127,2.704851324,-0.68609131
Babybell,Babybell_2017_09_15_PTD_6.m,0.81,0.86,0.12,14,67,80,0.9,0.83,0.46,Hard,1.080319341,0.877896295,-1.174986792,2.052883087,2.255306133,0.148545249
Babybell,Babybell_2017_09_18_PTD_1.m,0.94,0.75,0.67,2,8,30,0.67,0.72,0.43,Easy,0.67448975,1.554773595,0.439913166,1.114860429,0.234576585,-0.99734338
Babybell,Babybell_2017_09_18_PTD_2.m,0.97,0.88,0.52,4,17,85,0.9,0.84,0.15,Hard,1.174986792,1.880793608,0.050153583,1.830640025,1.124833209,-0.965473596
Babybell,Babybell_2017_09_18_PTD_3.m,0.99,0.95,0.45,11,53,181,0.83,0.83,0.23,Hard,1.644853627,2.326347874,-0.125661347,2.452009221,1.770514974,-1.100343264
Babybell,Babybell_2017_09_18_PTD_4.m,0.99,0.95,0.21,11,57,98,0.94,0.94,0.22,A Pure Tone,1.644853627,2.326347874,-0.806421247,3.132769121,2.451274874,-0.759963314
Babybell,Babybell_2017_09_18_PTD_5.m,0.58,0.6,0.32,5,24,57,0.68,0.57,0.74,Easy,0.253347103,0.201893479,-0.467698799,0.669592278,0.721045902,0.13290266
Babybell,Babybell_2017_09_19_PTD_3.m,0.81,0.95,0.28,10,54,88,0.81,0.75,0.83,Easy,1.644853627,0.877896295,-0.582841507,1.460737802,2.227695134,-0.147527394
Babybell,Babybell_2017_09_20_PTD_2.m,0.99,0.93,0.5,7,34,133,0.8,0.78,0.33,A Pure Tone,1.475791028,2.326347874,0,2.326347874,1.475791028,-1.163173937
Babybell,Babybell_2017_09_20_PTD_3.m,0.99,0.95,0.38,10,55,155,0.81,0.81,0.45,Hard,1.644853627,2.326347874,-0.305480788,2.631828662,1.950334415,-1.010433543
Babybell,Babybell_2017_09_20_PTD_5.m,0.63,0.62,0.24,16,86,133,0.64,0.65,0.62,Easy,0.305480788,0.331853346,-0.706302563,1.038155909,1.011783351,0.187224608
Babybell,Babybell_2017_09_21_PTD_1.m,0.93,0.82,0.37,11,59,133,0.74,0.79,0.6,Easy,0.915365088,1.475791028,-0.331853346,1.807644375,1.247218434,-0.571968841
Babybell,Babybell_2017_09_21_PTD_2.m,0.94,0.95,0.34,10,52,106,0.81,0.8,0.51,A Pure Tone,1.644853627,1.554773595,-0.412463129,1.967236724,2.057316756,-0.571155233
Babybell,Babybell_2017_09_21_PTD_3.m,0.58,0.54,0.23,13,67,124,0.57,0.64,0.82,Hard,0.100433721,0.201893479,-0.738846849,0.940740328,0.83928057,0.268476685
Babybell,Babybell_2017_09_22_PTD_2.m,0.99,0.93,0.43,7,36,106,0.88,0.85,0.19,Hard,1.475791028,2.326347874,-0.176374165,2.502722039,1.652165193,-1.074986855
Babybell,Babybell_2017_09_22_PTD_4.m,0.93,0.86,0.28,14,68,156,0.77,0.82,0.34,Easy,1.080319341,1.475791028,-0.582841507,2.058632535,1.663160848,-0.44647476
Babybell,Babybell_2017_09_22_PTD_6.m,0.97,0.96,0.15,13,62,86,0.95,0.93,0.47,A Pure Tone,1.750686071,1.880793608,-1.036433389,2.917226998,2.787119461,-0.422180109
Babybell,Babybell_2017_09_25_PTD_1.m,0.61,0.43,0.27,7,31,45,0.55,0.65,0.79,Easy,-0.176374165,0.279319034,-0.612812991,0.892132025,0.436438826,0.166746978
Babybell,Babybell_2017_09_25_PTD_3.m,0.93,0.73,0.35,11,55,119,0.66,0.74,0.75,A Pure Tone,0.612812991,1.475791028,-0.385320466,1.861111495,0.998133457,-0.545235281
Babybell,Babybell_2017_09_25_PTD_4.m,0.75,0.73,0.31,11,55,94,0.71,0.71,0.68,Easy,0.612812991,0.67448975,-0.495850347,1.170340098,1.108663338,-0.089319701
Babybell,Babybell_2017_09_25_PTD_5.m,0.99,0.96,0.27,14,71,132,0.91,0.89,0.3,Hard,1.750686071,2.326347874,-0.612812991,2.939160865,2.363499062,-0.856767442
Babybell,Babybell_2017_09_27_PTD_2.m,0.99,0.95,0.26,11,52,90,0.93,0.94,0.4,A Pure Tone,1.644853627,2.326347874,-0.643345405,2.969693279,2.288199032,-0.841501234
Babybell,Babybell_2017_09_27_PTD_4.m,0.97,0.96,0.29,12,60,115,0.89,0.87,0.38,Hard,1.750686071,1.880793608,-0.55338472,2.434178328,2.304070791,-0.663704444
Babybell,Babybell_2017_09_27_PTD_5.m,0.56,0.5,0.19,10,55,97,0.64,0.6,0.4,Easy,0,0.150969215,-0.877896295,1.028865511,0.877896295,0.36346354
Babybell,bbl086b06_a_PTD.m,0.51,0.62,0.28,8,43,74,0.6,0.56,0.41,Easy,0.305480788,0.025068908,-0.582841507,0.607910416,0.888322295,0.2788863
Babybell,bbl086b07_a_PTD.m,0.69,0.7,0.29,10,51,83,0.68,0.73,0.65,Easy,0.524400513,0.495850347,-0.55338472,1.049235067,1.077785232,0.028767186
Babybell,bbl086b11_a_PTD.m,0.89,0.92,0.26,12,62,117,0.81,0.81,0.56,A Pure Tone,1.40507156,1.22652812,-0.643345405,1.869873525,2.048416966,-0.291591357
Babybell,bbl086b12_a_PTD.m,0.78,0.69,0.23,13,68,95,0.69,0.76,0.77,Hard,0.495850347,0.772193214,-0.738846849,1.511040063,1.234697197,-0.016673183
Babybell,bbl086b14_a_PTD.m,0.65,0.71,0.26,7,31,43,0.73,0.63,0.33,Easy,0.55338472,0.385320466,-0.643345405,1.028665872,1.196730125,0.129012469
Babybell,bbl087c03_a_PTD.m,0.94,0.5,0.5,1,8,22,0.86,0.85,0.28,Hard,0,1.554773595,0,1.554773595,0,-0.777386797
Babybell,bbl087c04_a_PTD.m,0.9,0.5,0.4,1,5,20,0.65,0.76,0.99,Hard,0,1.281551566,-0.253347103,1.534898669,0.253347103,-0.514102231
Babybell,Babybell_2017_09_29_PTD_2.m,0.98,0.95,0.37,10,53,131,0.82,0.82,0.45,Easy,1.644853627,2.053748911,-0.331853346,2.385602257,1.976706973,-0.860947782
Babybell,Babybell_2017_09_29_PTD_3.m,0.95,0.92,0.23,12,58,92,0.89,0.88,0.46,A Pure Tone,1.40507156,1.644853627,-0.738846849,2.383700476,2.143918409,-0.453003389
Babybell,Babybell_2017_10_02_PTD_3.m,0.99,0.95,0.29,10,55,93,0.9,0.88,0.32,Easy,1.644853627,2.326347874,-0.55338472,2.879732594,2.198238347,-0.886481577
Babybell,Babybell_2017_10_02_PTD_4.m,0.58,0.5,0.22,8,45,98,0.6,0.69,0.44,Hard,0,0.201893479,-0.772193214,0.974086693,0.772193214,0.285149868
Babybell,Babybell_2017_10_02_PTD_5.m,0.75,0.71,0.26,14,71,116,0.69,0.72,0.53,A Pure Tone,0.55338472,0.67448975,-0.643345405,1.317835156,1.196730125,-0.015572172
Babybell,Babybell_2017_10_03_PTD_1.m,0.99,0.93,0.44,7,35,166,0.79,0.82,0.4,A Pure Tone,1.475791028,2.326347874,-0.150969215,2.47731709,1.626760244,-1.087689329
Babybell,Babybell_2017_10_03_PTD_2.m,0.94,0.96,0.4,14,68,183,0.81,0.79,0.37,Hard,1.750686071,1.554773595,-0.253347103,1.808120698,2.004033174,-0.650713246
Babybell,Babybell_2017_10_03_PTD_3.m,0.82,0.83,0.31,12,65,170,0.73,0.72,0.38,Easy,0.954165253,0.915365088,-0.495850347,1.411215435,1.4500156,-0.20975737
Babybell,Babybell_2017_10_04_PTD_1.m,0.99,0.95,0.41,10,55,159,0.84,0.85,0.26,Easy,1.644853627,2.326347874,-0.227544977,2.553892851,1.872398604,-1.049401449
Babybell,Babybell_2017_10_04_PTD_2.m,0.99,0.95,0.21,11,55,89,0.9,0.9,0.21,A Pure Tone,1.644853627,2.326347874,-0.806421247,3.132769121,2.451274874,-0.759963314
Babybell,Babybell_2017_10_05_PTD_2.m,0.9,0.75,0.57,2,5,51,0.83,0.62,0.18,Easy,0.67448975,1.281551566,0.176374165,1.105177401,0.498115585,-0.728962865
Babybell,Babybell_2017_10_05_PTD_3.m,0.72,0.9,0.38,10,47,129,0.76,0.68,0.44,Hard,1.281551566,0.582841507,-0.305480788,0.888322295,1.587032354,-0.13868036
Babybell,Babybell_2017_10_05_PTD_5.m,0.98,0.95,0.35,11,55,137,0.84,0.83,0.18,A Pure Tone,1.644853627,2.053748911,-0.385320466,2.439069377,2.030174093,-0.834214222
Babybell,Babybell_2017_10_05_PTD_6.m,0.93,0.97,0.26,15,76,143,0.85,0.8,0.25,Easy,1.880793608,1.475791028,-0.643345405,2.119136434,2.524139014,-0.416222811
Babybell,Babybell_2017_10_06_PTD_2.m,0.99,0.95,0.4,11,56,132,0.91,0.87,0.2,Easy,1.644853627,2.326347874,-0.253347103,2.579694977,1.89820073,-1.036500385
Babybell,Babybell_2017_10_06_PTD_3.m,0.96,0.95,0.31,11,54,109,0.85,0.85,0.33,Hard,1.644853627,1.750686071,-0.495850347,2.246536419,2.140703974,-0.627417862
Babybell,Babybell_2017_10_06_PTD_4.m,0.95,0.95,0.26,11,59,96,0.87,0.85,0.37,A Pure Tone,1.644853627,1.644853627,-0.643345405,2.288199032,2.288199032,-0.500754111
Babybell,Babybell_2017_10_09_PTD_2.m,0.97,0.93,0.5,7,35,145,0.86,0.84,0.19,A Pure Tone,1.475791028,1.880793608,0,1.880793608,1.475791028,-0.940396804
Babybell,Babybell_2017_10_09_PTD_4.m,0.98,0.95,0.27,10,53,91,0.9,0.88,0.3,Easy,1.644853627,2.053748911,-0.612812991,2.666561902,2.257666618,-0.72046796
Babybell,Babybell_2017_10_09_PTD_5.m,0.88,0.96,0.34,12,59,128,0.94,0.83,0.2,Hard,1.750686071,1.174986792,-0.412463129,1.587449922,2.163149201,-0.381261831
Babybell,Babybell_2017_10_10_PTD_2.m,0.99,0.92,0.51,6,36,148,0.8,0.79,0.34,Easy,1.40507156,2.326347874,0.025068908,2.301278966,1.380002652,-1.175708391
Babybell,Babybell_2017_10_10_PTD_3.m,0.99,0.95,0.35,11,54,118,0.84,0.84,0.26,Hard,1.644853627,2.326347874,-0.385320466,2.71166834,2.030174093,-0.970513704
Babybell,Babybell_2017_10_10_PTD_4.m,0.96,0.9,0.31,10,54,98,0.73,0.8,0.46,A Pure Tone,1.281551566,1.750686071,-0.495850347,2.246536419,1.777401913,-0.627417862
Babybell,Babybell_2017_10_10_PTD_6.m,0.79,0.89,0.29,9,43,107,0.79,0.73,0.35,Easy,1.22652812,0.806421247,-0.55338472,1.359805967,1.77991284,-0.126518264
Babybell,Babybell_2017_10_11_PTD_2.m,0.98,0.94,0.46,8,42,125,0.85,0.81,0.21,Hard,1.554773595,2.053748911,-0.100433721,2.154182631,1.655207315,-0.976657595
Babybell,Babybell_2017_10_11_PTD_3.m,0.95,0.91,0.31,11,55,129,0.81,0.79,0.18,Easy,1.340755034,1.644853627,-0.495850347,2.140703974,1.836605381,-0.57450164
Babybell,Babybell_2017_10_11_PTD_4.m,0.99,0.95,0.24,10,54,87,0.9,0.9,0.17,A Pure Tone,1.644853627,2.326347874,-0.706302563,3.032650437,2.35115619,-0.810022656
Babybell,Babybell_2017_10_12_PTD_4.m,0.97,0.96,0.39,12,61,131,0.78,0.78,0.24,Hard,1.750686071,1.880793608,-0.279319034,2.160112643,2.030005106,-0.800737287
Babybell,Babybell_2017_10_12_PTD_5.m,0.99,0.95,0.33,11,58,104,0.78,0.81,0.36,A Pure Tone,1.644853627,2.326347874,-0.439913166,2.76626104,2.084766793,-0.943217354
Babybell,Babybell_2017_10_12_PTD_6.m,0.79,0.92,0.3,12,63,119,0.81,0.75,0.52,Easy,1.40507156,0.806421247,-0.524400513,1.33082176,1.929472073,-0.141010367
Babybell,Babybell_2017_10_13_PTD_2.m,0.99,0.95,0.41,11,56,139,0.84,0.87,0.31,A Pure Tone,1.644853627,2.326347874,-0.227544977,2.553892851,1.872398604,-1.049401449
Babybell,Babybell_2017_10_13_PTD_3.m,0.95,0.9,0.23,10,55,83,0.83,0.85,0.2,Easy,1.281551566,1.644853627,-0.738846849,2.383700476,2.020398415,-0.453003389
Babybell,Babybell_2017_10_13_PTD_5.m,0.88,0.79,0.32,14,64,121,0.76,0.79,0.35,Hard,0.806421247,1.174986792,-0.467698799,1.642685591,1.274120046,-0.353643996
Babybell,Babybell_2017_10_16_PTD_2.m,0.89,0.95,0.28,10,57,119,0.84,0.76,0.52,Easy,1.644853627,1.22652812,-0.582841507,1.809369627,2.227695134,-0.321843306
Babybell,Babybell_2017_10_16_PTD_4.m,0.84,0.85,0.4,13,69,154,0.71,0.76,0.5,Hard,1.036433389,0.994457883,-0.253347103,1.247804986,1.289780493,-0.37055539
Babybell,Babybell_2017_10_16_PTD_5.m,0.97,0.96,0.28,12,61,109,0.85,0.86,0.52,A Pure Tone,1.750686071,1.880793608,-0.582841507,2.463635115,2.333527579,-0.64897605
Babybell,Babybell_2017_10_17_PTD_2.m,0.98,0.92,0.48,6,31,147,0.84,0.81,0.31,Hard,1.40507156,2.053748911,-0.050153583,2.103902494,1.455225144,-1.001797664
Babybell,Babybell_2017_10_17_PTD_3.m,0.99,0.95,0.35,11,56,132,0.84,0.86,0.25,A Pure Tone,1.644853627,2.326347874,-0.385320466,2.71166834,2.030174093,-0.970513704
Babybell,Babybell_2017_10_17_PTD_4.m,0.98,0.95,0.33,10,53,111,0.81,0.82,0.45,Easy,1.644853627,2.053748911,-0.439913166,2.493662076,2.084766793,-0.806917872
Babybell,Babybell_2017_10_23_PTD_2.m,0.89,0.94,0.5,8,36,165,0.83,0.7,0.28,Hard,1.554773595,1.22652812,0,1.22652812,1.554773595,-0.61326406
Babybell,Babybell_2017_10_23_PTD_3.m,0.99,0.95,0.35,11,55,136,0.86,0.85,0.25,A Pure Tone,1.644853627,2.326347874,-0.385320466,2.71166834,2.030174093,-0.970513704
Babybell,Babybell_2017_10_23_PTD_4.m,0.75,0.75,0.24,12,63,99,0.75,0.72,0.47,Easy,0.67448975,0.67448975,-0.706302563,1.380792313,1.380792313,0.015906406
Babybell,Babybell_2017_10_24_PTD_3.m,0.95,0.95,0.33,11,59,112,0.85,0.8,0.36,Easy,1.644853627,1.644853627,-0.439913166,2.084766793,2.084766793,-0.602470231
Babybell,Babybell_2017_10_24_PTD_4.m,0.73,0.5,0.21,14,66,107,0.55,0.68,0.61,A Pure Tone,0,0.612812991,-0.806421247,1.419234238,0.806421247,0.096804128
Babybell,Babybell_2017_10_25_PTD_2.m,0.99,0.93,0.49,7,36,128,0.85,0.83,0.22,A Pure Tone,1.475791028,2.326347874,-0.025068908,2.351416782,1.500859936,-1.150639483
Babybell,Babybell_2017_10_25_PTD_3.m,0.99,0.96,0.4,14,65,163,0.85,0.84,0.26,Hard,1.750686071,2.326347874,-0.253347103,2.579694977,2.004033174,-1.036500385
Babybell,Babybell_2017_10_25_PTD_5.m,0.98,0.95,0.17,10,53,81,0.94,0.9,0.39,Easy,1.644853627,2.053748911,-0.954165253,3.007914164,2.59901888,-0.549791829
Babybell,Babybell_2017_10_26_PTD_1.m,0.88,0.78,0.47,9,41,110,0.64,0.76,0.37,Easy,0.772193214,1.174986792,-0.075269862,1.250256654,0.847463076,-0.549858465
Babybell,Babybell_2017_10_26_PTD_2.m,0.99,0.93,0.42,7,35,104,0.85,0.87,0.21,A Pure Tone,1.475791028,2.326347874,-0.201893479,2.528241353,1.677684507,-1.062227197
